ID,Description,Entry_ID,Media_IDs
SN002109,"descendant of Surkhon; a major tribal division in Ashret; members of any of the five clans: Phatake, Zarine, Badile, Mirmadikor and Mullahkor",LX002025,
SN002110,weak; lazy,sust,
SN002111,trousers,LX002026,
SN002112,slept (masc sg),LX002027,
SN002113,sun,LX002028,
SN002114,thread,LX002029,
SN002115,female (about animals),LX002030,
SN002116,to castrate,LX002031,
SN002117,wood,LX002032,
SN002118,wooden,LX002033,
SN002119,veil; sheet; shawl,LX002034,
SN002120,roof,LX002035,
SN002121,"late summer or autumn; 80-day period during which various kinds of fruit are ripe, the maize harvest is gathered, and people are stocking up for the cold season (appr. 11 Sep-30 Nov)",LX002036,
SN002122,branch (genealogical),LX002037,
SN002123,prince (esp. with reference to the principality of Chitral),LX002038,
SN002124,city,LX002039,
SN002125,martyrdom,LX002040,
SN002126,"doubt, hesitation",LX002041,
SN002127,Co-lexicalized intensifier,LX002042,
SN002128,Saturday,LX002043,
SN002129,outer end (of roof),LX002044,
SN002130,autumn,LX002045,
SN002131,she-deer; female markhor,LX002046,
SN002132,"holy, sacred",LX002047,
SN002133,bet,LX002048,
SN002134,shame,LX002049,
SN002135,Sharadesh (hamlet in central Ashret Valley),LX002050,
SN002136,in-laws; people from one's wife's household,LX002051,
SN002137,thing; creature,LX002052,
SN002138,rice plant,LX002053,
SN002139,spleen,LX002054,
SN002140,trellis (to support vine),LX002055,
SN002141,bed-frame,LX002056,
SN002142,coldness,LX002057,
SN002143,"to feel cold, freeze",LX002058,
SN002144,to feel cold (due to fever),LX002059,
SN002145,cold,LX002060,
SN002146,coldness,LX002061,
SN002147,to cool down,LX002062,
SN002148,coolness,LX002063,
SN002149,"to fall, drop (to the ground)",LX002064,
SN002150,"bed (charpoy, string bed)",LX002065,
SN002151,breath,LX002066,
SN002152,"fell, dropped (masc sg)",LX002067,
SN002153,"inside, in; into",LX002068,
SN002154,"inside, into",LX002069,
SN002155,family line; genealogy,LX002070,
SN002156,figure; like; a kind of,LX002071,
SN002157,defeat,LX002072,
SN002158,"to be defeated, admit defeat",LX002073,
SN002159,kind of wild edible herb growing in the hills,LX002074,
SN002160,"to hurt, cause pain",LX002075,
SN002161,"story, tale",LX002076,
SN002162,"to drop, make (sth) fall",LX002077,
SN002163,legal decision,LX002078,
SN002164,to rattle,LX002079,
SN002165,"to shake, rattle",LX002080,
SN002166,"to begin, break out",LX002081,
SN002167,to start,LX002082,
SN002168,ogress; female mythical being,LX002083,
SN002169,beauty,LX002084,
SN002170,beautiful,LX002085,
SN002171,Shishi (Valley),LX002086,
SN002172,game; playing,LX002087,
SN002173,to play,LX002088,
SN002174,good,LX002089,
SN002175,edible plant or vegetable (generic),LX002090,
SN002176,"to like, be fond of",LX002091,
SN002177,grass storage; sheaf,LX002092,
SN002178,branch (of tree),LX002093,
SN002179,three year old male goat,LX002094,
SN002180,orphan (male),LX002095,
SN002181,navel,LX002096,
SN002182,"ended, finished (masc sg)",LX002097,
SN002183,goodness,LX002098,
SN002184,to show goodness,LX002099,
SN002185,good (fem),LX002100,
SN002186,good news; good stuff,LX002101,
SN002187,"to end, finish",LX002102,
SN002188,long wollen coat (locally made and used in the winter),LX002103,
SN002189,dried (out) (masc sg),LX002104,
SN002190,dry,LX002105,
SN002191,stingy,LX002106,
SN002192,northern,LX002107,
SN002193,trouser-cord,LX002108,
SN002194,parrot,LX002109,
SN002195,lip,LX002110,
SN002196,ladder,LX002111,
SN002197,to dry (out),LX002112,
SN002198,sour (about milk product or grapes),LX002113,
SN002199,father-in-law; husband's or wife's father,LX002114,
SN002200,"by, out of, from (the direction of)",LX002115,
SN002201,"to climb, get up; appear, arise, spread",LX002116,
SN002202,"to quarrel, dispute, fight",LX002117,
SN002203,rear shoulder,LX002118,
SN002204,"to take up a challenge, face",LX002119,
SN002205,winter pasture,LX002120,
SN002206,quarrelled (masc pl),LX002121,
SN002207,began (masc sg),LX002122,
SN002208,climbed; arose (masc sg),LX002123,
SN002209,Manipulee (causee) marker in causative constructions,LX002124,
SN002210,vegetable patch,LX002125,
SN002211,"to turn on, light; dress sb",LX002126,
SN002212,"to lead out; throw out, cast out",LX002127,
SN002213,to become blind,LX002128,
SN002214,climbed; arose (fem sg),LX002129,
SN002215,began (fem sg),LX002130,
SN002216,quarrelled (fem pl),LX002131,
SN002217,blind (person),LX002132,
SN002218,"to make someone happy, comfort sb",LX002133,
SN002219,horn,LX002134,
SN002220,jackal,LX002135,
SN002221,head; hair,LX002136,
SN002222,head end of bed,LX002137,
SN002223,"system, type",LX002138,
SN002224,six,LX002139,
SN002225,all six; the six,LX002140,
SN002226,"to put on, wear",LX002141,
SN002227,king,LX002142,
SN002228,to dry sth,LX002143,
SN002229,sixteenth,LX002144,
SN002230,sixteen,LX002145,
SN002231,"to listen, hear",LX002146,
SN002232,whistle,LX002147,
SN002233,to whistle,LX002148,
SN002234,to smell sth,LX002149,
SN002235,to sniff at,LX002150,
SN002236,heard (masc sg),LX002151,
SN002237,"to bottle, shut",LX002152,
SN002238,hole,LX002153,
SN002239,to throw (away),LX002154,
SN002240,"Particle with different-subject marking function (variously corresponding to 'when, then, so (that), and')",ta,
SN002241,"Adversative conjoining construction, emphasising the contrast between two entities or propositions; commonly occurring in proverbs (variously corresponding to 'but, whereas, while (on the other hand), and')",LX002155,
SN002242,there; to there (rem),LX002156,
SN002243,from there (rem); (from) that,LX002157,
SN002244,crown,LX002158,
SN002245,ceiling,LX002159,
SN002246,education,LX002160,
SN002247,themselves (obl),LX002161,
SN002248,to warm oneself up,LX002162,
SN002249,hill; rock,LX002163,
SN002250,heat,LX002164,
SN002251,to heat up,LX002165,
SN002252,"power, strength",LX002166,
SN002253,powerful,LX002167,
SN002254,wire,LX002168,
SN002255,"history; date; court case, petition",LX002169,
SN002256,hot,LX002170,
SN002257,fresh,LX002171,
SN002258,condition; state of health,LX002172,
SN002259,Co-lexicalized intensifier,tak,
SN002260,"strong, powerful",LX002173,
SN002261,foot-sole,LX002174,
SN002262,"trust, hope, expectation",LX002175,
SN002263,"to wait, trust, set hope in, expect",LX002176,
SN002264,drum,LX002177,
SN002265,them (rem acc),LX002178,
SN002266,crown (of head),LX002179,
SN002267,thunder,LX002180,
SN002268,"to thunder, strike with thunder",LX002181,
SN002269,their (rem),LX002182,
SN002270,they (rem obl),LX002183,
SN002271,salary,LX002184,
SN002272,narrow; troubled,tang,
SN002273,"to feel opressed, suffer",LX002185,
SN002274,to trouble,LX002186,
SN002275,"to trouble, disturbe",LX002187,
SN002276,Co-lexicalized intensifier,tap,
SN002277,"to be heated up, become hot",LX002188,
SN002278,question(ing),LX002189,
SN002279,to ask,LX002190,
SN002280,direction,LX002191,
SN002281,"progress, promotion",LX002192,
SN002282,method,LX002193,
SN002283,carpenter,LX002194,
SN002284,"method, order",LX002195,
SN002285,"quickly, fast; soon, immediately",LX002196,
SN002286,him; her; it (rem acc),tas,
SN002287,"to be considered, be deemed; be imagined",LX002197,
SN002288,"to consider, count as",LX002198,
SN002289,his; her; its (rem),LX002199,
SN002290,ready,LX002200,
SN002291,wood chisel,LX002201,
SN002292,each one's,LX002202,
SN002293,self's; one's,LX002203,
SN002294,passed; spent,LX002204,
SN002295,"to pass, go by",LX002205,
SN002296,all around; surrounding,LX002206,
SN002297,to overtake,LX002207,
SN002298,to spend (time); tell,LX002208,
SN002299,hot (fem),LX002209,
SN002300,frying pan,LX002210,
SN002301,amulet,LX002211,
SN002302,fast; strong; quickly; hard,LX002212,
SN002303,with speed,LX002213,
SN002304,"string, mason's line",LX002214,
SN002305,Marker of quotation or reported (direct) discourse,LX002215,
SN002306,"thus named, called",LX002216,
SN002307,"to say, call",LX002217,
SN002308,"said, called (masc sg)",LX002218,
SN002309,big two-edged hoe,LX002219,
SN002310,to have sb do,LX002220,
SN002311,to; for; at,the,
SN002312,"close to, next to",LX002221,
SN002313,then,LX002222,
SN002314,and a half,LX002223,
SN002315,and a half (fem),LX002224,
SN002316,"to do, make",LX002225,
SN002317,your (2sg gen),LX002226,
SN002318,from (the direction of),LX002227,
SN002319,"you (2sg erg, transitive subject in the perfective)",LX002228,
SN002320,to apply (e.g. plaster to a wall),LX002229,
SN002321,"saliva, spit",LX002230,
SN002322,"to fatten, become wellfed",LX002231,
SN002323,fat (about animals),LX002232,
SN002324,heel,LX002233,
SN002325,pillar,LX002234,
SN002326,he; she; it; there (rem obl),LX002235,
SN002327,up to; until; as far as,LX002236,
SN002328,sharp,LX002237,
SN002329,to walk,LX002238,
SN002330,"now, nowadays",LX002239,
SN002331,"until now, even to this day",LX002240,
SN002332,present,LX002241,
SN002333,target,LX002242,
SN002334,gun; rifle,LX002243,
SN002335,gift,LX002244,
SN002336,"to weigh, measure",LX002245,
SN002337,pistol,LX002246,
SN002338,mid-winter; the 40 coldest days of winter (appr. 11 Jan-20 Feb),LX002247,
SN002339,star,LX002248,
SN002340,forehead,LX002249,
SN002341,to pull out,LX002250,
SN002342,big axe for evening up the surface of logs,LX002251,
SN002343,wasp,LX002252,
SN002344,wasp's nest,LX002253,
SN002345,scale for firewood,trak,
SN002346,to expel,LX002254,
SN002347,third,LX002255,
SN002348,all three; the three,LX002256,
SN002349,pitch fork,LX002257,
SN002350,thirteenth,LX002258,
SN002351,two years ago,LX002259,
SN002352,"thick (about plants, forest)",LX002260,
SN002353,thirteen,LX002261,
SN002354,thirst,LX002262,
SN002355,to become thirsty,LX002263,
SN002356,thirsty,LX002264,
SN002357,"sour, bitter",LX002265,
SN002358,to become thin (and weak),LX002266,
SN002359,"thin, skinny; weak, worn",LX002267,
SN002360,three,LX002268,
SN002361,sixty (lit. three twenties),LX002269,
SN002362,"to become sour, curdle",LX002270,
SN002363,day after tomorrow,LX002271,
SN002364,"became sour, curdled (masc sg)",LX002272,
SN002365,to lick,LX002273,
SN002366,to shake; splash,LX002274,
SN002367,hammer,LX002275,
SN002368,to squeeze (out liquid),LX002276,
SN002369,Co-lexicalized intensifier,tsrap,
SN002370,you (2sg nom subject or direct object),tu,
SN002371,you (2pl nom),tus,
SN002372,you (2pl acc),LX002277,
SN002373,your (2pl gen),LX002278,
SN002374,you (2pl obl),LX002279,
SN002375,mill turbine,LX002280,
SN002376,"below, beneath; under",LX002281,
SN002377,"some, a little; a bit, slightly",LX002282,
SN002378,to call,LX002283,
SN002379,pear tree,LX002284,
SN002380,pear,LX002285,
SN002381,"blame, insult",LX002286,
SN002382,to blame sb,LX002287,
SN002383,"contract (esp. relating to construction), project",LX002288,
SN002384,contractor,LX002289,
SN002385,time,LX002290,
SN002386,tape recorder,LX002291,
SN002387,tight,LX002292,
SN002388,hilltop,LX002293,
SN002389,back; shoulder; part of back right behind the shoulders,LX002294,
SN002390,handkerchief,LX002295,
SN002391,"ogre, demon; monster",LX002296,
SN002392,"ogress, female demon; witch",LX002297,
SN002393,to shake down,LX002298,
SN002394,axe,LX002299,
SN002395,scorpion,LX002300,
SN002396,grasshopper,LX002301,
SN002397,"small, thick cakes of bread",LX002302,
SN002398,"to challenge, face",LX002303,
SN002399,"to hold, support, control",LX002304,
SN002400,"drop (of liquid, such as water, blood, etc.)",LX002305,
SN002401,"Titley (settlement in Sharadesh, Ashret Valley)",LX002306,
SN002402,to cut down; peck at; make knocking sound,LX002307,
SN002403,"to hit, drive sth in, knock",LX002308,
SN002404,stem (of tree),LX002309,
SN002405,to push (away),LX002310,
SN002406,basket,LX002311,
SN002407,"leap, jump",LX002312,
SN002408,"to charge (at), jump toward",LX002313,
SN002409,joke,LX002314,
SN002410,"to joke, tell a joke",LX002315,
SN002411,down below; under,LX002316,
SN002412,"to defeat, put down",LX002317,
SN002413,cap,LX002318,
SN002414,from down below,LX002319,
SN002415,"piece (of meat, etc.)",LX002320,
SN002416,Masculine singular agreement suffix,-u_1,
SN002417,Masculine nominative/singular agreement suffix,-u_2,
SN002418,to forgive,LX002321,
SN002419,light (of weight),LX002322,
SN002420,"high, elevated",LX002323,
SN002421,few; a little,LX002324,
SN002422,"to lift, pick up",LX002325,
SN002423,"lifted up, picked up (masc sg)",LX002326,
SN002424,"to flee, run away; escape, disappear",LX002327,
SN002425,Derivational suffix forming adjectives from adverbs (particularly with temporal meaning),LX002328,
SN002426,came up (masc sg),LX002329,
SN002427,came up (fem sg),LX002330,
SN002428,"to come up, come or go uphill/upstream",LX002331,
SN002429,"to bring sth or sb uphill, take sth up, carry sth up",LX002332,
SN002430,"carried up, brought up, took up (masc sg)",LX002333,
SN002431,upside down; the other way around,LX002334,
SN002432,Oblique plural suffix (with aan- and some ee-declension nouns),LX002335,
SN002433,First person singular suffix,-um,
SN002434,blessing; congratulation,LX002336,
SN002435,age,LX002337,
SN002436,to become pregnant,LX002338,
SN002437,heavy,LX002339,
SN002438,"to fly, flutter",LX002340,
SN002439,flew (masc sg),LX002341,
SN002440,"to fly sth, make sth fly; blow up",LX002342,
SN002441,"to jump (at), attack",LX002343,
SN002442,Urdu (language),LX002344,
SN002443,"to pour, let out; let loose, allow",LX002345,
SN002444,poured; let out; let loose (masc sg),LX002346,
SN002445,"to abandon, leave; give up",LX002347,
SN002446,abandoned (masc sg),LX002348,
SN002447,yoke,LX002349,
SN002448,"high; tall (structure, etc.)",LX002350,
SN002449,"high, tall (fem)",LX002351,
SN002450,"to stand, get up",LX002352,
SN002451,"stood, got up (masc sg)",LX002353,
SN002452,to run,LX002354,
SN002453,to make (sb) run,LX002355,
SN002454,spring (of water),uts,
SN002455,Urtsun (valley and village west of Kunar River),LX002356,
SN002456,"to raise, lift; make stand",LX002357,
SN002457,to jump,LX002358,
SN002458,Uch (place in Ashret Valley),LX002359,
SN002459,First person singular suffix (with a- and e-ending verb stems),LX002360,
SN002460,camel,ux,
SN002461,"wise, clever",LX002361,
SN002462,promise,LX002362,
SN002463,to promise,LX002363,
SN002464,Participial marker,LX002364,
SN002465,back,LX002365,
SN002466,"event, story",LX002366,
SN002467,female goat (that has not given birth),LX002367,
SN002468,mobile phone,LX002368,
SN002469,"cause, reason (logic for doing sth)",LX002369,
SN002470,therefore,LX002370,
SN002471,"strength, capacity",LX002371,
SN002472,one year old male goat,LX002372,
SN002473,"country; area, place",LX002373,
SN002474,time,waxt,
SN002475,early,LX002374,
SN002476,(prime) minister,LX002375,
SN002477,"in, on; into",LX002376,
SN002478,Participial marker (fem),LX002377,
SN002479,"to bring sth or sb downhill, take sth down, carry sth down",LX002378,
SN002480,came down (masc sg),LX002379,
SN002481,Participial marker,LX002380,
SN002482,to fall (down),LX002381,
SN002483,fell down (masc sg),LX002382,
SN002484,carried down (masc sg),LX002383,
SN002485,came down (fem sg),LX002384,
SN002486,"to come down, come or go downhill/downstream",LX002385,
SN002487,water,LX002386,
SN002488,watery,LX002387,
SN002489,brother-in-law; a man's wife's brother,LX002388,
SN002490,happiness,LX002389,
SN002491,"empty; pure; only, just",LX002390,
SN002492,dragon; big snake,LX002391,
SN002493,"khan (leader, ruler, commander)",LX002392,
SN002494,shelf,LX002393,
SN002495,good fairy,LX002394,
SN002496,itching,LX002395,
SN002497,myna (bird of the starling family); considered a talking bird,LX002396,
SN002498,special; proper,LX002397,
SN002499,"news, information",LX002398,
SN002500,to come to know,LX002399,
SN002501,"to inform, announce",LX002400,
SN002502,people,LX002401,
SN002503,free,LX002402,
SN002504,"to escape, become free, become completed",LX002403,
SN002505,"to realease, set free",LX002404,
SN002506,"must, will have to; will certainly",LX002405,
SN002507,upset,LX002406,
SN002508,to make sb upset,LX002407,
SN002509,bad; spoiled,LX002408,
SN002510,"cost, expenses",LX002409,
SN002511,letter,xat,
SN002512,dangerous; fatal,LX002410,
SN002513,to tickle,LX002411,
SN002514,armpit,LX002412,
SN002515,danger,LX002413,
SN002516,finished,LX002414,
SN002517,"to vanish, come to an end",LX002415,
SN002518,"to get rid of; annihilate, kill",LX002416,
SN002519,happiness; safety,LX002417,
SN002520,happiness; peace,LX002418,
SN002521,opinion; thinking,LX002419,
SN002522,"to think, plan",LX002420,
SN002523,"betrothal, engagement",LX002421,
SN002524,food; livelihood,LX002422,
SN002525,happy,LX002423,
SN002526,liked; choice,xox,
SN002527,"to be fond of, like",LX002424,
SN002528,but; however; although,xu,
SN002529,desire,LX002425,
SN002530,"to want, desire",LX002426,
SN002531,God,LX002427,
SN002532,goodness,LX002428,
SN002533,be injured,LX002429,
SN002534,(either) or,LX002430,
SN002535,irrigation canal,LX002431,
SN002536,to remember,LX002432,
SN002537,"to learn, memorize, contemplate",LX002433,
SN002538,memory,LX002434,
SN002539,mill,LX002435,
SN002540,friend; lover,LX002436,
SN002541,"suddenly, at once",LX002437,
SN002542,Sunday,LX002438,
SN002543,millstone,LX002439,
SN002544,Expressing regret or hesitation,LX002440,
SN002545,soup,LX002441,
SN002546,mother,LX002442,
SN002547,parents,LX002443,
SN002548,came (fem sg),LX002444,
SN002549,"to come, arrive; become, come into existence",LX002445,
SN002550,came (masc sg),LX002446,
SN002551,small stick,LX002447,
SN002552,"sheep, ewe",LX002448,
SN002553,male sheep,LX002449,
SN002554,barley,LX002450,
SN002555,moon; month,LX002451,
SN002556,twin (person),LX002452,
SN002557,"brute, cruel person",LX002453,
SN002558,self,LX002454,
SN002559,language,LX002455,
SN002560,poison,LX002456,
SN002561,time,zal,
SN002562,age; time,LX002457,
SN002563,farming,LX002458,
SN002564,forest,LX002459,
SN002565,thousand (irr plural),LX002460,
SN002566,with the help of,LX002461,
SN002567,descendant of Zarin; member of the Zarine clan (in Ashret),LX002462,
SN002568,necessity; importance,LX002463,
SN002569,"trouble, curse",LX002464,
SN002570,wound,LX002465,
SN002571,root,LX002466,
SN002572,supplication; request,LX002467,
SN002573,"to beg, request",LX002468,
SN002574,yellow,LX002469,
SN002575,place; property,LX002470,
SN002576,to shake,LX002471,
SN002577,"shrine, grave",LX002472,
SN002578,"much, most; plenty, a great deal of, largely",LX002473,
SN002579,responsible,LX002474,
SN002580,"wild, uncivilized; powerful",LX002475,
SN002581,"beast, animal",LX002476,
SN002582,living,LX002477,
SN002583,to save (metaphorically),LX002478,
SN002584,life,LX002479,
SN002585,thousand,zir,
SN002586,"strong, loud; difficult",LX002480,
SN002587,strength,LX002481,
SN002588,young (man); youth,LX002482,
SN002589,youth; adolescence,LX002483,
SN002590,cruelty,LX002484,
SN002591,brother-in-law; sister's husband,LX002485,
SN002592,chain,LX002486,
SN002593,thongs (for fastening shepherds' footwear),LX002487,
SN002594,"to squeeze, knead",LX002488,
SN002595,"any; what (kind), which",ga_1,
SN002596,what; that,ga_2,
SN002597,Complementizer/relativizer; that; which; who; where,ga_3,
SN002598,"Marker of inferred, assumed or presumed knowledge",ga_4,
SN002599,"nothing at all, nothing else",ga_bi_na,
SN002600,nothing,ga_na,
SN002601,whatever,LX002489,
SN002602,uncle; father's older brother,LX002490,
SN002603,to enlarge,LX002491,
SN002604,"big, large; grown, old; great; adult (man), elder",LX002492,
SN002605,hole in mill-stone,LX002493,
SN002606,"necklace, jewellery",LX002494,
SN002607,log (of tree),LX002495,
SN002608,Adam's apple,LX002496,
SN002609,"vehicle, car",LX002497,
SN002610,neighbour,LX002498,
SN002611,Gabarut (ancestor of the Gabarote clan),LX002499,
SN002612,"to take away; take out, dig out, extract; take off",LX002500,
SN002613,to snatch,LX002501,
SN002614,mixed,LX002502,
SN002615,ever; else,LX002503,
SN002616,"Kalkatak (partly Palula-speaking village south of Drosh, situated in the main Chitral Valley)",LX002504,
SN002617,"to throw, lay, put; leave",LX002505,
SN002618,"summer time, the warm season",LX002506,
SN002619,throat (inside and outside),LX002507,
SN002620,"gain, profit; benefit",LX002508,
SN002621,"to win, defeat, conquer; earn, obtain",LX002509,
SN002622,big (fem),LX002510,
SN002623,mother's older sister; father's older brother's wife,LX002511,
SN002624,threw (masc sg),LX002512,
SN002625,necklace,LX002513,
SN002626,"large, big",LX002514,
SN002627,thicket,LX002515,
SN002628,cow,LX002516,
SN002629,stream bed,LX002517,
SN002630,older; older one; elder,LX002518,
SN002631,flower,LX002519,
SN002632,magician,LX002520,
SN002633,"to fasten, tie",LX002521,
SN002634,"to catch, take; hold",LX002522,
SN002635,"to grind, crush",LX002523,
SN002636,large (fem),LX002524,
SN002637,"took, bought (masc sg)",LX002525,
SN002638,ghee; semi-liquid butter (used for cooking),LX002526,
SN002639,"to take, get, seize; buy",LX002527,
SN002640,"with, along with",LX002528,
SN002641,"again, back; after that, next time",LX002529,
SN002642,wheat,LX002530,
SN002643,from wheat (usually about bread),LX002531,
SN002644,Ghos (previously Palula-speaking village a few kilometres east of Drosh),LX002532,
SN002645,"house, home",LX002533,
SN002646,"refuse, garbage",LX002534,
SN002647,wolf (or predatory animal in general),LX002535,
SN002648,knot,LX002536,
SN002649,eagle,LX002537,
SN002650,worm,LX002538,
SN002651,"village; permanent settlement (in contrast with sóon 'summer pasture'); Ashret proper, also atshareét xaás",LX002539,
SN002652,foul smell,LX002540,
SN002653,"stains, dirt; ear wax",ghrum,
SN002654,to growl,LX002541,
SN002655,Pashto (language),LX002542,
SN002656,to boil,LX002543,
SN002657,to boil sth,LX002544,
SN002658,Pashtun (person),LX002545,
SN002659,"small bell, chain or ring around the neck of a domestic or pet animal or around the arm or leg of a baby",LX002546,
SN002660,cooking tripod,LX002547,
SN002661,earthquake,LX002548,
SN002662,"to make a loud noise, vibrate loudly",LX002549,
SN002663,mare,LX002550,
SN002664,"horse (generic), stallion",LX002551,
SN002665,Damel (valley in southern Chitral),LX002552,
SN002666,Dameli (the language spoken in Damel Valley),LX002553,
SN002667,the Damel Pass,LX002554,
SN002668,"from Damel, of Damel; person from Damel",LX002555,
SN002669,went (fem sg),LX002556,
SN002670,went (pl),LX002557,
SN002671,saw,LX002558,
SN002672,glass (drinking vessel),LX002559,
SN002673,to turn around; turn into; walk (around); run,LX002560,
SN002674,"towards, in direction of",LX002561,
SN002675,rock,LX002562,
SN002676,"to circulate, turn; screw, cover; turn sth into, create sb like; copulate with (ab. animals)",LX002563,
SN002677,"descendant of Girshing; a major tribal division in Ashret; members of any of the five clans: Gobaneke, Kucurote, Sotmire, Mulhan and Baroke.",LX002564,
SN002678,Khowar (the main language of Chitral),LX002565,
SN002679,"Chitrali (person, people); Khowar speaking (person)",LX002566,
SN002680,"where, somewhere",LX002567,
SN002681,"maybe, perhaps",LX002568,
SN002682,nowhere,LX002569,
SN002683,Gobaneko; descendant of Gobanok; member of the Gobaneke clan (in Ashret),LX002570,
SN002684,from where,LX002571,
SN002685,cattle,LX002572,
SN002686,bovine marrow,LX002573,
SN002687,stream,LX002574,
SN002688,grave,LX002575,
SN002689,expensive; valued,LX002576,
SN002690,"what, which; some",LX002577,
SN002691,what,LX002578,
SN002692,"whatever, everything",LX002579,
SN002693,freely; idle; for nothing,LX002580,
SN002694,Gujar (man),LX002581,
SN002695,small yellow flower growing in the forest,LX002582,
SN002696,thigh,LX002583,
SN002697,deep,LX002584,
SN002698,"bull, ox",LX002585,
SN002699,"bread; food, meal",LX002586,
SN002700,went (masc sg),LX002587,
