ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs
XV001527,phl,niním teeṇíi zhayí phuséeli híni.,niním\tteeṇíi\tzhay\t-í\tphusá\t-íl\t-i\thin\t-i,3SG.PROX.OBL\tREFL\tplace\t-PL\tget.rid.of\t-PFV\t-F\tbe.PRS\t-F,They got rid of their own properties.,,,A:BHB052,,SN001873
XV001528,phl,ma paalaá ghiní phútame ǰáanu.,ma\tpaalaá\tghin\t-í\tphútu\t-am\t-e\tǰe\t-án\t-u,1SG.NOM\tleaf\ttake\t-CV\tfly\t-PL.OBL\t-GEN\thit\t-PRS\t-MSG,I'm driving away flies with [a twig of] leaves.,,,B:DHN4851,,SN001875
XV001529,phl,"mangái phooṭí, kaṭamúš mangái šíiṭi nikháatu hínu.",mangái\tphóoṭ\t-í\tkaṭamúš\tmangái\tšíiṭi\tnikhát\t-u\thin\t-u,water.pot\tbreak\t-CV\t<person>\twater.pot\tinside\tcome.out.PFV\t-MSG\tbe.PRS\t-MSG,The pot broke apart and Katamosh appeared inside it .,,,A:KAT117,,SN001878
XV001530,phl,anú piaalá xaalí hínu.,anú\tpiaalá\txaalí\thin\t-u,PROX.NOM.MSG\tcup\tempty\tbe.PRS\t-MSG,This cup is empty.,,,A:DLX342,,SN001880 ; SN002491
XV001531,phl,máathe áak piaalá čay da.,ma\t=the\tak\tpiaalá\tčay\tde,1SG.NOM\tto\tone\tcup\ttea\tgive,Give me a cup of tea!,,,A:DHN2307,,SN001880
XV001532,phl,"pičhíli gíri wée bainií maǰí, ma pičhilílu.",pičhíl\t-i\tgíri\twée\tbe\t-anií\tmaǰí\tma\tpičhíl\t-íl\t-u,slippery\t-F\trock\ton\tgo\t-VN\tamong\t1SG.NOM\tslip\t-PFV\t-MSG,"Walking on a slippery rock, I slipped.",,,A:DLX251,,SN001881 ; SN001883
XV001533,phl,hiimeelí wée ma pičhilí whaidítu.,hiimaál\t-í\twée\tma\tpičhíl\t-í\twhaidít\t-u,glacier\t-OBL\tin\t1SG.NOM\tslip\t-CV\tfall.PFV\t-MSG,I slipped [and fell] on the glacier.,,,A:DLX252,,SN001881 ; SN002482
XV001534,phl,phoó teeṇíi yaaríi rúula pičhaá tas ṣileewíli híni.,phoó\tteeṇíi\tyaár\t-ii\trúulu\t-a\tpičhá\t-í\ttas\tṣilaawé\t-íl\t-i\thin\t-i,boy\tREFL\tfriend\t-GEN\ttear\t-PL\twipe\t-CV\t3SG.ACC\tcomfort\t-PFV\t-F\tbe.PRS\t-F,"The boy wiped his friend's tears, comforting her.",,,A:SHY023,,SN001884 ; SN002010 ; SN002218
XV001535,phl,gúuli khaá ba tíi teeṇíi háata pičhéeli.,gúuli\tkha\t-í\tba\ttíi\tteeṇíi\that\t-a\tpičhá\t-íl\t-i,bread\teat\t-CV\tTOP\t3SG.OBL\tREFL\thand\t-PL\twipe\t-PFV\t-F,"After eating, he wiped his hands.",,,A:DLX253,,SN001884
XV001536,phl,thíi yáandr píṣṭuee.,thíi\tyandr\tpíṣṭ\t-u\t=ee,2SG.ERG\tmill\tgrind.PFV\t-MSG\tQ,Have you been grinding [maize or wheat]?,,,A:DLX254,,SN001888
XV001537,phl,be típa aambúuṛu peeṣí aṭíia.,be\ttípa\taambúuṛu\tpéeṣ\t-í\taṭé\t-íia,1PL.NOM\tnow\tgrain.sack\tgrind\t-CV\tbring\t-1PL,Now we will go and grind the grains and bring them along.,,,A:DLX255,,SN001888
XV001538,phl,čey píili patú ghooṣṭíi tuúš kram tháanu.,čey\tpíil\t-i\tpatú\tghoóṣṭ\t-e\ttuúš\tkram\tthe\t-án\t-u,tea\tdrink.PFV\t-F\tafter\thouse\t-GEN\tsome\twork\tdo\t-PRS\t-MSG,"When I have had tea, I do some work at home.",,,B:MOR011,,SN001890
XV001539,phl,míi teeṇíi putrá ṣaawaá teeṇíi práačam čay pilawéeli.,míi\tteeṇíi\tputr\t-a\tṣaawaá\tteeṇíi\tpráaču\t-am\tčay\tpil\t-á\t-á\t-íl\t-i,1SG.ERG\tREFL\tson\t-OBL\tMANIP\tREFL\tguest\t-PL.OBL\ttea\tdrink\t-CAUS\t-CAUS\t-PFV\t-F,I had my son give the guests tea to drink.,,,A:DHE2506,,SN001891
XV001540,phl,máathe áak piléṭ rúǰi da.,ma\t=the\tak\tpiléṭ\trúǰi\tde,1SG.NOM\tto\tone\tplate\trice\tgive,Give me one plate of rice!,,,A:DHE2341,,SN001892
XV001541,phl,pitaáu zhayí ǰuaár lab pačéeni.,pitaáu\tzhay\t-í\tǰuaár\tlab\tpač\t-án\t-i,sunny.side\tplace\t-OBL\tmaize\tquickly\tripen\t-PRS\t-F,The maize ripens quickly in sun.,,,A:DHN2824,,SN001900
XV001542,phl,tasíi eé áak ta saká bhróo gulmhaamaǰaán thaní áak ba pitríi putr hazratǰaán thaní.,tasíi\teé\tak\tta\tsaká\tbhráa\tgulmhaamaǰaán\tthaní\tak\tba\tpitrí\t-ii\tputr\thazratǰaán\tthaní,3SG.GEN\tAMPL\tone\tDS\treal\tbrother\t<person>\tcalled\tone\tTOP\tfather's.brother\t-GEN\tson\t<person>\tcalled,"There was his own real brother called Gul Mahmad Jan, but also his uncle's son called Hazrat Jan.",,,A:GHU015-6,,SN001901
XV001543,phl,xudaái thíi dáar piṭíi.,xudaái\tthíi\tdar\tpiṭé\t-e,God\t2SG.GEN\tdoor\tclose\t-3SG,May God close your door [=May he destroy you]!,,,A:DHN2157,,SN001902
XV001544,phl,yákdam míi áa ǰhandraí ǰhulí póo díti.,yákdam\tmíi\ta\tǰhanduraá\t-í\tǰhulí\tpáa\tdit\t-i,immediately\t1SG.ERG\tIDEF\tsnake\t-OBL\ton\tNVE\tput.PFV\t-F,Suddenly I stepped on a snake.,,,A:TAQ162,,SN001904 ; SN002541
XV001545,phl,aṛé muṭíi áak ṭaangúuṛu poončá.,aṛé\tmuṭ\t-ii\tak\tṭaangúuṛu\tpoončé,DIST\ttree\t-GEN\tIDEF\tpear\tpick.off,Pick a pear off that tree!,,,A:DLX437,,SN001905
XV001546,phl,"tóoruṇa wée ǰíti híni, eeteeṇí téez ḍhakíli híni ki dúya pharé nikhaí gíi híni, pooraapóori nikhéeti híni.",tóoruṇ\t-a\twée\tǰit\t-i\thin\t-i\teeteeṇ\t-i\ttéez\tḍhak\t-íl\t-i\thin\t-i\tki\tdúi\t-a\tpharé\tnikhéi\t-í\tgíi\thin\t-i\tpooraapóori\tnikhát\t-i\thin\t-i,forehead\t-OBL\tin\thit.PFV\t-F\tbe.PRS\t-F\tsuch\t-F\tstrong\ttouch\t-PFV\t-F\tbe.PRS\t-F\tCOMP\tother\t-OBL\tthrough\tcome.out\t-CV\tgo.PFV.FSG\tbe.PRS\t-F\tcompletely\tcome.out.PFV\t-F\tbe.PRS\t-F,"It hit his forehead so hard that it went through and came out on the other side, completely piercing him.",,,A:MAB040-1,,SN001906 ; SN002340
XV001547,phl,lasíi póoṣ dac̣há c̣híitree geéli seentá ǰuaár puunǰí baéeni.,lasíi\tpáaṣ\tdac̣hé\tc̣héetr\t-a\t=wée\tgeél\t-i\tseentá\tǰuaár\tpuunǰí\tbe\t-án\t-i,3SG.DIST.GEN\tdung\tlook\tfield\t-OBL\tin\tthrow.PFV\t-F\tCONDH\tmaize\tfull\tgo\t-PRS\t-F,Spreading its [the sheep's] manure in the field helps it to become full of maize.,,,A:KEE021,,SN001908 ; SN001934
XV001548,phl,míi práašum daṛ nikhéeti.,míi\tpráašum\tdaṛ\tnikhát\t-i,1SG.GEN\trib.cage.OBL\tpain\tcome.out.PFV\t-F,I hurt my ribs.,,,A:DLX258,,SN001911
XV001549,phl,"xudaái marg na manáanu, ráat na preeṣá thanáanu.",xudaái\tmarg\tna\tmané\t-án\t-u\trat\tna\tpreeṣá\tthané\t-án\t-u,God\tdeath\tNEG\tsay\t-PRS\t-MSG\tblood\tNEG\tpour.out\tsay\t-PRS\t-MSG,"God does not order us to kill and he says, ""Do not shed blood.""",,,A:BHB160,,SN001915 ; SN001968
XV001550,phl,míi se preṣí máathe šóo ǰheenílu.,míi\tse\tpreṣ\t-í\tma\t=the\tšu\t-u\tǰháan\t-íl\t-u,1SG.GEN\tREM\tmother.in.law\t-OBL\t1SG.NOM\tto\tgood\t-MSG\tknow\t-PFV\t-MSG,My mother-in-law liked me.,,,A:DLX261,,SN001917 ; SN002176
XV001551,phl,so purá purá khoṇḍílu.,so\tpurá\tpurá\tkhoṇḍ\t-íl\t-u,3MSG.NOM\tcomplete\tcomplete\ttalk\t-PFV\t-MSG,He spoke in great detail.,,,A:DLX263,,SN001922
XV001552,phl,ma purá bhílu.,ma\tpurá\tbhe\t-íl\t-u,1SG.NOM\tcomplete\tbecome\t-PFV\t-MSG,I became complete [I got all the things that I desired].,,,A:DLX264,,SN001922
XV001553,phl,duniaá kií purá thíilu hínu.,duniaá\tkií\tpurá\tthe\t-íl\t-u\thin\t-u,world\twho.OBL\tcomplete\tdo\t-PFV\t-MSG\tbe.PRS\t-MSG,No one has completed his work in this world. [Proverb],,,A:NH12:1:100,,SN001924
XV001554,phl,eeṛé puróoṇam xalkíim the eeṛé beetí páta.,eeṛé\tpuráaṇ\t-am\txálak\t-íim\tthe\teeṛé\tbaát\t-í\tpáta,DIST\told\t-PL.OBL\tpeople\t-PL.OBL\tto\tDIST\tword\t-PL\tknowledge,Those old people know about these things.,,,A:MAR126,,SN001927
XV001555,phl,pušilaapóoṭa girainií,pušilaapóoṭa\tgir\t-ainií,soundlessly\tturn\t-VN,To move about soundlessly like a cat. [Saying],,,A:NH12:2:029,,SN001930
XV001556,phl,anú míi xoš putr.,anú\tmíi\txoš\tputr,3MSG.PROX.NOM\t1SG.GEN\tfavourite\tson,This is my favourite son.,,,A:DLX265,,SN001932
XV001557,phl,"ǰalaalíi čúur putrá heensíla de, tasíi ga dhií ba na heensíli de.",ǰalaál\t-ii\tčáur\tputr\t-a\tháans\t-íl\t-a\tde\ttasíi\tga\tdhií\tba\tna\tháans\t-íl\t-i\tde,<person>\t-GEN\tfour\tson\t-PL\texist\t-PFV\t-MPL\tPST\t3SG.GEN\tany\tdaughter\tTOP\tNEG\texist\t-PFV\t-F\tPST,"Jalal had four sons, but he did not have any daughters.",,,A:DLX112,,SN001932 ; SN002595
XV001558,phl,durbaáṭ ḍhiáp puunǰí híni.,durbáṭ\tḍhiáp\tpúunǰ\t-í\thin\t-i,pot\tINT\tfill\t-CV\tbe.PRS\t-F,The pot has been filled to the brim.,,,A:DLX266,,SN001933
XV001559,phl,so muṭá the ráal bhe toobaák puurí ba bhéṭu.,so\tmuṭ\t-a\tthe\tráal\tbhe\t-í\ttoobák\tpuuré\t-í\tba\tbheṭ\t-u,3MSG.NOM\ttree\t-OBL\tto\thigh\tbecome\t-CV\trifle\tfill\t-CV\tTOP\tsit.down.PFV\t-MSG,"He climbed up a tree, loaded his rifle and sat down.",,,A:WOM668,,SN001937 ; SN002334
XV001560,phl,báaba ba yákdam bhíiru mheerí tasíi púustu gaḍí so púustu tas ṣaawóolu.,báabu\t-a\tba\tyákdam\tbhíiru\tmhaaré\t-í\ttasíi\tpúustu\tgaḍé\t-í\tso\tpúustu\ttas\tṣaawá\t-íl\t-u,father\t-OBL\tTOP\timmediately\the.goat\tkill\t-CV\t3SG.GEN\tskin\ttake.off\t-CV\tREM.MSG.NOM\tskin\t3SG.ACC\tput.on\t-PFV\t-MSG,"The father killed a he-goat, skinned it, then he put the skin on him [his son].",,,A:DRA023,,SN001938 ; SN002211
XV001561,phl,teeṇíi bhraaú qóom qabiilá ghiní gúum.,teeṇíi\tbhraaú\tqóom\tqabiilá\tghin\t-í\tgúum,REFL\tbrother.PL\ttribe\tclan\ttake\t-CV\tgo.PFV.MSG,He left with all his brothers and his entire clan.,,,A:BEZ125,,SN001942
XV001562,phl,míi qóom qabiilá ǰhulí bíiḍu zúlum bhílu hínu.,míi\tqóom\tqabiilá\tǰhulí\tbíiḍ\t-u\tzúlum\tbhe\t-íl\t-u\thin\t-u,1SG.GEN\ttribe\tclan\ton\tmuch\t-MSG\tcruelty\tbecome\t-PFV\t-MSG\tbe.PRS\t-MSG,My people have been treated with great cruelty.,,,A:MAB080,,SN001942 ; SN002590
XV001563,phl,tíi míi toofá qabúl thíilu.,tíi\tmíi\ttoofá\tqabúl\tthe\t-íl\t-u,3SG.OBL\t1SG.GEN\tgift\tapproval\tdo\t-PFV\t-MSG,He accepted my gift.,,,A:DHN2646,,SN001943 ; SN002335
XV001564,phl,thíi qalám dítu heentá ma tu the kaaɣaáz dúum.,thíi\tqalám\tdit\t-u\theentá\tma\ttu\tthe\tkaaɣáz\tde\t-um,2SG.ERG\tpen\tgive.PFV\t-MSG\tCONDL\t1SG.NOM\t2SG.NOM\tto\tpaper\tgive\t-1SG,If you give me a pen I will give you paper.,,,A:DHN3085,,SN001946
XV001565,phl,se xálaka qaláng na dáa bhaá ba uḍheewí gíia.,se\txálak\t-a\tqaláng\tna\tde\t-áa\tbha\t-í\tba\tuḍhéew\t-í\tgíia,REM\tpeople\t-PL\ttax\tNEG\tgive\t-INF\tbe.able.to\t-CV\tTOP\tflee\t-CV\tgo.PFV.PL,"The people were not able to pay the tax, so they ran away.",,,A:MAB030,,SN001947
XV001566,phl,paṇáaru táapaṛ thaní awaagír qariibán dúu thiáaḍa miilá táapaṛ hínu.,paṇár\t-u\ttáapaṛ\tthaní\tawaagír\tqariibán\tdu\tthiáḍ\t-a\tmiíl\t-a\ttáapaṛ\thin\t-u,white\t-MSG\thill\tcalled\tup.high\tapproximately\ttwo\tand.half\t-PL\tmile\t-PL\thill\tbe.PRS\t-MSG,"There is a hill, about two and a half miles uphill, called paṇáaru táapaṛ [white hill].",,,A:HUA117,,SN001948
XV001567,phl,"míi beenkí qarzá ghíinu, ghíinii baád míi dukaandeerí široó thíili.",míi\tbeénk\t-í\tqarzá\tghíin\t-u\tghíin\t-ii\tbaád\tmíi\tdukaandeerí\tširoó\tthe\t-íl\t-i,1SG.ERG\tbank\t-OBL\tloan\ttake.PFV\t-MSG\ttake.PFV\t-GEN\tafter\t1SG.ERG\tshopkeeping\tstarting\tdo\t-PFV\t-F,I took a loan from the bank and then I set up my own shop.,,,A:ISM003,,SN001949
XV001568,phl,"taním maníitu ki rhootašíia be las mheeríia, be las qatál thíia.",taním\tmaníit\t-u\tki\trhootašíi\t-a\tbe\tlas\tmhaaré\t-íia\tbe\tlas\tqatál\tthe\t-íia,3PL.ERG\tsay.PFV\t-MSG\tCOMP\tmorning\t-OBL\t1PL.NOM\t3SG.DIST.ACC\tkill\t-1PL\t1PL.NOM\t3SG.DIST.ACC\tkilling\tdo\t-1PL,"They said, ""Tomorrow we shall kill him, we will slay him.""",,,A:BHB179,,SN001952
XV001569,phl,se qísma qísum paaṇṭí ṣaéeni.,se\tqism\t-a\tqísm\tpaaṇṭí\tṣa\t-án\t-i,3FSG.NOM\tkind\t-PL\tsort\tclothes\tput.on\t-PRS\t-F,She is wearing different kinds of clothes.,,,A:DLX270,,SN001957
XV001570,phl,nu ba ga qísmii kuṇaák.,nu\tba\tga\tqism\t-ii\tkuṇaák,3MSG.PROX.NOM\tTOP\twhat\tkind\t-GEN\tchild,"So, what kind of boy is he?",,,A:DLX111,,SN001957
XV001571,phl,táa gúum ta tasíi bheéṇ quraáni paák maníi de.,táa\tgúum\tta\ttasíi\tbheéṇ\tquraán\t-i\tpaák\tmané\t-e\tde,there.REM\tgo.PFV.MSG\tDS\t3SG.GEN\tsister\tQur'an\t-EZ\tholy\tsay\t-3SG\tPST,When he got there his sister was reading the Holy Qur'an.,,,A:BHB198e,,SN001959 ; SN002240
XV001572,phl,ibrahiimaleehisalaamí putr ismaaíile zhayí míi dúudu qurbaán bhe hínu.,ibrahíim\t=aleehisalaám\t-í\tputr\tismaaíil\t-e\tzhay\t-í\tmíi\tdáadu\tqurbaán\tbhe\t-í\thin\t-u,<person>\ton.whom.be.peace\t-GEN\tson\t<person>\t-GEN\tplace\t-OBL\t1SG.GEN\tforefather\tsacrifice\tbecome\t-CV\tbe.PRS\t-MSG,"My forefather was sacrificed in the place of Ismail, the son of Ibrahim, on whom be peace.",,,B:SHI013,,SN001960
XV001573,phl,ma tu ráaǰa de ghaṇḍí galáanu aní muṭá sangí.,ma\ttu\traǰ\t-a\tde\tghaṇḍé\t-í\tgalé\t-án\t-u\taní\tmuṭ\t-a\tsangí,1SG.NOM\t2SG.NOM\trope\t-OBL\tby\ttie\t-CV\tleave\t-PRS\t-MSG\tPROX\ttree\t-OBL\twith,I will leave you tied to this tree with a rope.,,,A:KIN021,,SN001961 ; SN002045
XV001574,phl,ráal ba yhéeli heentá phedáana na.,ráal\tba\tyhéi\t-íl\t-i\theentá\tphed\t-án\t-a\tna,high\tTOP\tcome\t-PFV\t-F\tCONDL\tarrive\t-PRS\t-MPL\tNEG,"If it is too high, nobody will be able to reach.",,,A:HOW070,,SN001963
XV001575,phl,kaṭamušíi méemi se pičhíla baṭá ǰhulí póo de ba ráal bhe dharaṇí pharé ǰíti híni.,kaṭamúš\t-ii\tmáami\tse\tpičhíl\t-a\tbaṭ\t-a\tǰhulí\tpáa\tde\t-í\tba\tráal\tbhe\t-í\tdharáṇ\t-í\tpharé\tǰit\t-i\thin\t-i,<person>\t-GEN\tmother's.mother\tREM\tslippery\t-OBL\tstone\t-OBL\ton\tNVE\tput\t-CV\tTOP\thigh\tbecome\t-CV\tground\t-OBL\ttoward\thit.PFV\t-F\tbe.PRS\t-F,"Katamosh' grandmother stepped on the slippery stone, and climbing up on it, she fell to the ground.",,,A:KAT116,,SN001964
XV001576,phl,so muṭá ǰe ráal bhe toobaák puurí ba bhéṭu.,so\tmuṭ\t-a\tǰe\tráal\tbhe\t-í\ttoobák\tpuuré\t-í\tba\tbheṭ\t-u,3MSG.NOM\ttree\t-OBL\tup\thigh\tbecome\t-CV\trifle\tfill\t-CV\tTOP\tsit.down.PFV\t-MSG,"He climbed up a tree, filled his gun and sat down.",,,A:WOM668e,,SN001964
XV001577,phl,tíi teeṇíi ghooṣṭá paṇáaru ráang dítu.,tíi\tteeṇíi\tghoóṣṭ\t-a\tpaṇár\t-u\tráang\tdit\t-u,3SG.OBL\tREFL\thouse\t-OBL\twhite\t-MSG\tpaint\tput.PFV\t-MSG,He painted his house white.,,,A:DLX427,,SN001967
XV001578,phl,tasíi múṭi ratá nikháata.,tasíi\tmúṭi\trat\t-a\tnikhát\t-a,3SG.GEN\tarm\tblood\t-PL\tcome.out.PFV\t-MPL,Blood came from [many places of] his arm.,,,A:DHN2335,,SN001968
XV001579,phl,áa raát muṣṭú,a\traát\tmuṣṭú,one\tnight\tbefore,one night ago,,,A:DLX271,,SN001969
XV001580,phl,ma ta áak raát baás dítu.,ma\tta\tak\traát\tbaás\tdit\t-u,1SG.NOM\tDS\tone\tnight\tovernight.stay\tput.PFV\t-MSG,I stayed one night.,,,A:DLX272,,SN001969
XV001581,phl,míi putr panǰíiš reetí tu kéeči heensílu de.,míi\tputr\tpanǰéeš\traát\t-í\ttu\tkéeči\tháans\t-íl\t-u\tde,1SG.GEN\tson\tfifteen\tnight\t-PL\t2SG.NOM\tnear\tremain\t-PFV\t-MSG\tPST,My son was with you for fifteen days.,,,A:BHB265,,SN001969
XV001582,phl,kaakéṛ bhiš raatúku páanda gáu.,kaakéṛ\tbhiš\traatúk\t-u\tpand\t-a\tgáu,<person>\ttwenty\tof.night\t-MSG\tpath\t-OBL\tgo.PFV.MSG,Kakel went away for twenty days.,,,B:FOR006,,SN001970
XV001583,phl,so maaxamíi gúulii pahúrta milaáu bhainií the raazí bhílu.,so\tmaaxám\t-ii\tgúuli\t-ii\tpahúrta\tmilaáu\tbhe\t-ainií\tthe\traazí\tbhe\t-íl\t-u,3MSG.NOM\tevening\t-GEN\tbread\t-GEN\tafter\tmet\tbecome\t-VN\tto\tprepared\tbecome\t-PFV\t-MSG,He agreed to meet after the evening meal.,,,A:DLX383,,SN001973
XV001584,phl,ma roošnaám raɣáṣṭi utháanu.,ma\troošnaám\traɣáṣṭi\tuthí\t-án\t-u,1SG.NOM\tmorning\tearly\tget.up\t-PRS\t-MSG,I get up early in the morning.,,,B:MOR001,,SN001974
XV001585,phl,eesé waxtíi aní alaaqá raiisaanóomii hukumát de.,eesé\twaxt\t-ii\taní\talaaqá\traiís\t-aán\t-am\t-ii\thukumát\tde,REM\ttime\t-GEN\tPROX\tarea\t<dynasty>\t-PL\t-PL.OBL\t-GEN\tgovernment\tPST,"At that time, the Rais ruled over this area.",,,A:MAB090,,SN001975
XV001586,phl,tíi rasuulaleehisalaamá the páanǰ waxt nimóos tha thaníitu.,tíi\trasuúl\t=aleehisalaám\t-a\tthe\tpanǰ\twaxt\tnimáas\tthe\tthaníit\t-u,3SG.OBL\tprophet\ton.whom.be.peace\t-OBL\tto\tfive\ttime\tprayer\tdo\tsay.PFV\t-MSG,"He [God] said to our prophet, ""Pray five times [a day]!""",,,A:BHB131e,,SN001978
XV001587,phl,"se kúṛi nikhéeti, thée ba tas patú rawaán bhíli.",se\tkúṛi\tnikhát\t-i\tthée\tba\ttas\tpatú\trawaán\tbhe\t-íl\t-i,REM\twoman\tcome.out.PFV\t-F\tthen\tTOP\t3SG.ACC\tbehind\tmoving\tbecome\t-PFV\t-F,The woman came out and then started to follow him.,,,A:WOM640,,SN001980
XV001588,phl,ni xu uxíi rhaíi híni.,ni\txu\tux\t-ii\trhaíi\thin\t-i,3PL.PROX.NOM\tADVS\tcamel\t-GEN\tfootprints\tbe.PRS\t-F,These must be the footprints of a camel.,,,A:HUA061,,SN001983 ; SN002528
XV001589,phl,eeṛáa rhalá ba qilaá de.,eeṛáa\trhalá\tba\tqilaá\tde,there.REM\tup\tTOP\tfortress\tPST,Above it there was a fort.,,,A:CAV004,,SN001984
XV001590,phl,dúi hiimaál whaí ṭópa traác̣ de asaám rhalá gaḍíla.,dúi\thiimaál\twhéi\t-í\tṭópa\ttraác̣\tde\t-í\tasaám\trhalá\tgaḍé\t-íl\t-a,another\tglacier\tcome.down\t-CV\tdown\tNVE\tput\t-CV\t1PL.ACC\tup\tpull.out\t-PFV\t-MPL,Another avalanche came and pulled us out from below.,,,A:ACR015,,SN001984 ; SN002341 ; SN002411
XV001591,phl,ṭópa angóor hínu rhalá bi síiu híni.,ṭópa\tangáar\thin\t-u\trhalá\tbi\tsíiu\thin\t-i,down\tfire\tbe.PRS\t-MSG\tup\tSEP\tbridge\tbe.PRS\t-F,Below is a fire and above is also a bridge.,,,A:BHB229,,SN001984 ; SN002080 ; SN002411
XV001592,phl,rhalikooṭá áa ṣóo heensílu de.,rhalikoóṭ\t-a\ta\tṣáa\tháans\t-íl\t-u\tde,Rhalikot\t-OBL\tIDEF\tking\tlive\t-PFV\t-MSG\tPST,Once there was a king residing in Rhalikot.,,,A:MAA001,,SN001985
XV001593,phl,tíi tasíi rhoó rikaáḍ thíilu.,tíi\ttasíi\trhoó\trikaáḍ\tthe\t-íl\t-u,3SG.OBL\t3SG.GEN\tsong\trecord\tdo\t-PFV\t-MSG,He recorded his song.,,,A:DLX384,,SN001986 ; SN001994
XV001594,phl,"kuṛíina ta támbulamii ǰíin, rhooá díin, míiša ba axsí ǰíin.",kuṛíina\tta\ttámbul\t-am\t-ii\tǰe\t-en\trhoó\t-a\tde\t-en\tméeš\t-a\tba\taxsí\tǰe\t-en,woman.PL\tDS\tdrum\t-PL.OBL\t-GEN\thit\t-3PL\tsong\t-PL\tgive\t-3PL\tman\t-PL\tTOP\tkind.of.game\thit\t-3PL,"The women were beating the drums and singing, while the men were playing axsí [a game].",,,A:JAN034-5,,SN001987
XV001595,phl,be rhoošnaám yháanda.,be\trhoošnaám\tyhéi\t-ánd\t-a,1PL.NOM\tmorning\tcome\t-PRS\t-MPL,We arrive in the morning.,,,A:ISM007,,SN001988
XV001596,phl,dóodu rooṭaá rhootašnaám súuri dítii phedílu.,dáadu\trooṭaá\trhoošnaám\tsúuri\tdit\t-ii\tphed\t-íl\t-u,forefather\t<person>\tmorning\tsun\tfall.PFV\t-GEN\tarrive\t-PFV\t-MSG,Grandfather Rota came arrived in the morning.,,,A:BEZ089,,SN001988 ; SN002113
XV001597,phl,rhoošíi bhíli ta se míiša waxtíi thíi ṭeekílu teeṇíi kúṛi nóo de.,rhoošíi\tbhe\t-íl\t-i\tta\tse\tméeš\t-a\twaxt\t-ii\tthíi\tṭaaké\t-íl\t-u\tteeṇíi\tkúṛi\tnáau\tde\t-í,morning\tbecome\t-PFV\t-F\tDS\tREM\tman\t-OBL\ttime\t-GEN\tfrom\tcall\t-PFV\t-MSG\tREFL\twife\tname\tgive\t-CV,"When it became morning, the man called out early to his wife by her name.",,,A:WOM653,,SN001989 ; SN002378
XV001598,phl,ǰaangulá ma bhanǰóolu ta ruáanu.,ǰaangúl\t-a\tma\tbhanǰá\t-íl\t-u\tta\tro\t-án\t-u,<person>\t-OBL\t1SG.NOM\tbeat\t-PFV\t-MSG\tDS\tweep\t-PRS\t-MSG,Jan Gul beat me; that is why I'm weeping.,,,A:HUA104,,SN001991
XV001599,phl,ma na ṭing bhílu thaní ma ba rúulu zoór zoór bhe.,ma\tna\tṭing\tbhe\t-íl\t-u\tthaní\tma\tba\tro\t-íl\t-u\tzoór\tzoór\tbhe\t-í,1SG.NOM\tNEG\tfirm\tbecome\t-PFV\t-MSG\tQT\t1SG.NOM\tTOP\tweep\t-PFV\t-MSG\tstrong\tpower\tbecome\t-CV,"I said that I could not face him, and then I started to weep loudly.",,,A:HUA108,,SN001991 ; SN002305 ; SN002398
XV001600,phl,tasíi mháala ghašainií rikaáḍ híni.,tasíi\tmháala\tghašé\t-ainií\trikaáḍ\thin\t-i,3SG.GEN\twrestling\tcatch\t-VN\trecord\tbe.PRS\t-F,He holds a record in wrestling.,,,A:DLX273,,SN001993
XV001601,phl,ga rištá xu hóonsa.,ga\trištá\txu\tháans\t-e,any\trelationship\tADVS\texist\t-3SG,There is no relationship [with them].,,,A:BHB099,,SN001995 ; SN002595
XV001602,phl,traíma deesá karáaṛu rištaá yhóolu.,traíma\tdeés\t-a\tkaráṛu\trištaá\tyhéi\t-íl\t-u,third\tday\t-OBL\tleopard\treally\tcome\t-PFV\t-MSG,On the third day the leopard really came.,,,A:DLX274,,SN001996 ; SN002347
XV001603,phl,rištaá maná.,rištaá\tmané,really\tsay,Speak the truth!,,,A:DLX275,,SN001996
XV001604,phl,dac̣hílu ta so ba rištaá xučháii so máamu.,dac̣hé\t-íl\t-u\tta\tso\tba\trištaá\txučhaá\t-ii\tso\tmáamu,look\t-PFV\t-MSG\tDS\t3MSG.NOM\tTOP\treally\t<person>\t-GEN\tREM.MSG.NOM\tmother's.brother,Then they saw that he was indeed Khush Shah's uncle.,,,A:JAN056,,SN001996
XV001605,phl,rištaá khoṇḍíia leewáaya ba na.,rištaá\tkhoṇḍ\t-íia\tleewá\t-íia\tba\tna,really\ttalk\t-1PL\tlie\t-1PL\tTOP\tNEG,Let us talk truly without telling lies.,,,A:DLX276,,SN001996
XV001606,phl,aní ba asíi dóoda báabii riwaáǰ.,aní\tba\tasíi\tdáadu\t-a\tbáabu\t-ii\triwaáǰ,3FSG.PROX.NOM\tTOP\t1PL.GEN\tforefather\t-PL\tfather\t-GEN\tcustom,This is the custom of our forefathers.,,,A:RAT005,,SN001997
XV001607,phl,róot bhílu.,róot\tbhe\t-íl\t-u,night\tbecome\t-PFV\t-MSG,It became night.,,,A:DLX277,,SN002002
